"NOME_PROFISSIONAL";"OCUPACAO";"ESTABELECIMENTO_CNPJ"
"JORGE LUIS GONZALES LLERENA";"MEDICO GENERALISTA";"UMS SAO MIGUEL - CNPJ: 13792329000184"
"MARINA CORTES DEL GROSSI";"MEDICO PEDIATRA";"UMS SAO MIGUEL - CNPJ: 13792329000184"
"RAQUEL TATIANE HEEP BERTOZZI";"MEDICO PSIQUIATRA";"UMS SAO MIGUEL - CNPJ: 13792329000184"
"ROBERTA TRIVINO DE OLIVEIRA CASTELO BRANCO";"MEDICO PEDIATRA";"UMS SAO MIGUEL - CNPJ: 13792329000184"
"SANDRA REGINA BAPTISTELLA";"MEDICO CLINICO";"UMS SAO MIGUEL - CNPJ: 13792329000184"
"VANESSA CINI";"MEDICO CLINICO";"UMS SAO MIGUEL - CNPJ: 13792329000184"
"ALEXEI VOLACO";"MEDICO CLINICO";"UMS SAO PAULO PSF - CNPJ: 13792329000184"
"ANA MARIA PONTES DE SOUZA BATISTA";"MEDICO PEDIATRA";"UMS SAO PAULO PSF - CNPJ: 13792329000184"
"CAROLINA IGNEZ MAIER GUEDES";"MEDICO CLINICO";"UMS SAO PAULO PSF - CNPJ: 13792329000184"
"CAROLINA IGNEZ MAIER GUEDES";"MEDICO CLINICO";"UMS SAO PAULO PSF - CNPJ: 13792329000184"
"JOAO GUILHERME FIORANI BORGIO";"MEDICO PSIQUIATRA";"UMS SAO PAULO PSF - CNPJ: 13792329000184"
"JULIANA VENTURINI MARIANO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS SAO PAULO PSF - CNPJ: 13792329000184"
"LOURDES TEREZINHA PCHEBILSKI";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS SAO PAULO PSF - CNPJ: 13792329000184"
"LUIZ FELIPE DZIEDRICKI";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS SAO PAULO PSF - CNPJ: 13792329000184"
"MARISE CORDELLINI DA SILVA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS SAO PAULO PSF - CNPJ: 13792329000184"
"MAURO DE SA MERLIN";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS SAO PAULO PSF - CNPJ: 13792329000184"
"RAQUEL MAUREEN LANG";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS SAO PAULO PSF - CNPJ: 13792329000184"
"SAMIHA MENDES DA ROSA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS SAO PAULO PSF - CNPJ: 13792329000184"
"SONIA HIDEKO KONDO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS SAO PAULO PSF - CNPJ: 13792329000184"
"ALEXANDRE EIJI MIYAKI";"MEDICO PEDIATRA";"UMS SAO PEDRO - CNPJ: 13792329000184"
"ANDREA REZENDE ARANTES";"MEDICO PEDIATRA";"UMS SAO PEDRO - CNPJ: 13792329000184"
"ARAMIS PEDROSO";"MEDICO PEDIATRA";"UMS SAO PEDRO - CNPJ: 13792329000184"
"CLAUDIA RAITANI RUBIN";"MEDICO PEDIATRA";"UMS SAO PEDRO - CNPJ: 13792329000184"
"DANIELLE ROSANE PEREIRA ARAUJO";"MEDICO CLINICO";"UMS SAO PEDRO - CNPJ: 13792329000184"
"FABIANO GALEB ANTONELLO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS SAO PEDRO - CNPJ: 13792329000184"
"JOELMA MITIKO DA SILVA";"MEDICO CLINICO";"UMS SAO PEDRO - CNPJ: 13792329000184"
"LAURA DE HOLLANDA CALDERARI";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS SAO PEDRO - CNPJ: 13792329000184"
"MARIA CRISTINA LACERDA TATIT";"MEDICO CLINICO";"UMS SAO PEDRO - CNPJ: 13792329000184"
"ALEXEI VOLACO";"MEDICO CLINICO";"UMS SOLITUDE PSF - CNPJ: 13792329000184"
"ANA MARIA PONTES DE SOUZA BATISTA";"MEDICO PEDIATRA";"UMS SOLITUDE PSF - CNPJ: 13792329000184"
"CAROLINA IGNEZ MAIER GUEDES";"MEDICO CLINICO";"UMS SOLITUDE PSF - CNPJ: 13792329000184"
"CAROLINA IGNEZ MAIER GUEDES";"MEDICO CLINICO";"UMS SOLITUDE PSF - CNPJ: 13792329000184"
"CAROLINA IGNEZ MAIER GUEDES";"MEDICO CLINICO";"UMS SOLITUDE PSF - CNPJ: 13792329000184"
"FABIO AKIRA UESU";"MEDICO PSIQUIATRA";"UMS SOLITUDE PSF - CNPJ: 13792329000184"
"JOAO GUILHERME FIORANI BORGIO";"MEDICO PSIQUIATRA";"UMS SOLITUDE PSF - CNPJ: 13792329000184"
"JOAO VICTOR MOREIRA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS SOLITUDE PSF - CNPJ: 13792329000184"
"JOSE AUGUSTO BITTENCOURT";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS SOLITUDE PSF - CNPJ: 13792329000184"
"JOSEANE MARIA ANDRADE MOUZINHO DE OLIVEIRA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS SOLITUDE PSF - CNPJ: 13792329000184"
"LOURDES TEREZINHA PCHEBILSKI";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS SOLITUDE PSF - CNPJ: 13792329000184"
"NICOLE KARINA NICOLAIKO TEMPERLY";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS SOLITUDE PSF - CNPJ: 13792329000184"
"PATRICIA ANN NICHOLS";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS SOLITUDE PSF - CNPJ: 13792329000184"
"SILVIA HELENA DOS SANTOS GAJARDONI FARGES";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS SOLITUDE PSF - CNPJ: 13792329000184"
"VINETU ENRIQUE KLUCH CERVO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS SOLITUDE PSF - CNPJ: 13792329000184"
"BRAULIO AUGUSTO CORREA DE MELO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"BRAULIO AUGUSTO CORREA DE MELO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"DANILO SERGIO MENEZES DE AGUIAR";"MEDICO GENERALISTA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"EMERSON CARLOS GRUBBA MOREIRA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"EMERSON CARLOS GRUBBA MOREIRA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"FABIO AKIRA UESU";"MEDICO PSIQUIATRA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"JULIANA VICENTINI BONATTO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"MARIA CARIDAD MACHADO MATOS";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"MARINA CORTES DEL GROSSI";"MEDICO PEDIATRA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"PERICLES MARCONDES";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"PERICLES MARCONDES";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"RAQUEL TATIANE HEEP BERTOZZI";"MEDICO PSIQUIATRA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"RENATO NADAL SOUZA";"MEDICO GENERALISTA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"RENATO NADAL SOUZA";"MEDICO RESIDENTE";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"VANESSA CINI";"MEDICO CLINICO";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"VITOR MOLINA MANSANO";"MEDICO GENERALISTA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"VIVIANE NETTO ALVES";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"VIVIANE NETTO ALVES";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TAIZ VIVIANE MACHADO PSF - CNPJ: 13792329000184"
"BRAULIO AUGUSTO CORREA DE MELO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS TANCREDO NEVES - CNPJ: 13792329000184"
"BRAULIO AUGUSTO CORREA DE MELO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS TANCREDO NEVES - CNPJ: 13792329000184"
"HUDSON MARTINS DE OLIVEIRA JUNIOR";"MEDICO CLINICO";"UMS TANCREDO NEVES - CNPJ: 13792329000184"
"LUIZ ANGELO FABIANI";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS TANCREDO NEVES - CNPJ: 13792329000184"
"MARGARETH GERBER";"MEDICO PEDIATRA";"UMS TANCREDO NEVES - CNPJ: 13792329000184"
"MARIA CARIDAD MACHADO MATOS";"MEDICO GENERALISTA";"UMS TANCREDO NEVES - CNPJ: 13792329000184"
"MARINA CORTES DEL GROSSI";"MEDICO PEDIATRA";"UMS TANCREDO NEVES - CNPJ: 13792329000184"
"MORAIMA BELTRAN CARRASCO";"MEDICO GENERALISTA";"UMS TANCREDO NEVES - CNPJ: 13792329000184"
"RAQUEL TATIANE HEEP BERTOZZI";"MEDICO PSIQUIATRA";"UMS TANCREDO NEVES - CNPJ: 13792329000184"
"ROBERTA TRIVINO DE OLIVEIRA CASTELO BRANCO";"MEDICO PEDIATRA";"UMS TANCREDO NEVES - CNPJ: 13792329000184"
"VANESSA CINI";"MEDICO CLINICO";"UMS TANCREDO NEVES - CNPJ: 13792329000184"
"ARNALDO MORITA ROSA";"MEDICO CLINICO";"UMS TAPAJOS - CNPJ: 13792329000184"
"CLAUDIA RAITANI RUBIN";"MEDICO PEDIATRA";"UMS TAPAJOS - CNPJ: 13792329000184"
"CLAUDIA RAITANI RUBIN";"MEDICO PEDIATRA";"UMS TAPAJOS - CNPJ: 13792329000184"
"DANIELLE ROSANE PEREIRA ARAUJO";"MEDICO CLINICO";"UMS TAPAJOS - CNPJ: 13792329000184"
"DANILO HENRIQUE FERRO DA SILVA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS TAPAJOS - CNPJ: 13792329000184"
"FLORINDA SCHEERER DE AMORIM";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS TAPAJOS - CNPJ: 13792329000184"
"IKUKO HIRAGI YAMANISHI";"MEDICO PEDIATRA";"UMS TAPAJOS - CNPJ: 13792329000184"
"JULIANA DA SILVA PERES";"MEDICO CLINICO";"UMS TAPAJOS - CNPJ: 13792329000184"
"CARLOS CESAR CUSMANICH";"MEDICO CLINICO";"UMS TARUMA PSF - CNPJ: 13792329000184"
"DALVA SUMIE OKUNO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TARUMA PSF - CNPJ: 13792329000184"
"EVELLYN DE SOUZA JOSE SABINO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TARUMA PSF - CNPJ: 13792329000184"
"EVELLYN DE SOUZA JOSE SABINO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TARUMA PSF - CNPJ: 13792329000184"
"HELOISA NOGARA ORZA";"MEDICO CLINICO";"UMS TARUMA PSF - CNPJ: 13792329000184"
"JOSIANE REGINA TEIXEIRA";"MEDICO CLINICO";"UMS TARUMA PSF - CNPJ: 13792329000184"
"LEDA IZABEL FOLETTO BIGUELINI";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TARUMA PSF - CNPJ: 13792329000184"
"MARIA FERNANDA FERNANDEZ MORAES";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TARUMA PSF - CNPJ: 13792329000184"
"MARTA ABATEPAULO DE FARIA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS TARUMA PSF - CNPJ: 13792329000184"
"MAURO FARNOCCHIA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TARUMA PSF - CNPJ: 13792329000184"
"ROSICLER HAMILKO JAMBERSI";"MEDICO PEDIATRA";"UMS TARUMA PSF - CNPJ: 13792329000184"
"SHIRLEY ROSALIA SOUSA SAITA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TARUMA PSF - CNPJ: 13792329000184"
"VALERIO WIERYSZKO";"MEDICO CLINICO";"UMS TARUMA PSF - CNPJ: 13792329000184"
"ARMANDO CICARELLI JUNIOR";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS TINGUI - CNPJ: 13792329000184"
"ARMANDO CICARELLI JUNIOR";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS TINGUI - CNPJ: 13792329000184"
"CARLOS ALBERTO BARBALHO LIMA";"MEDICO PEDIATRA";"UMS TINGUI - CNPJ: 13792329000184"
"CARLOS ALBERTO BARBALHO LIMA";"MEDICO PEDIATRA";"UMS TINGUI - CNPJ: 13792329000184"
"CARLOS CESAR CUSMANICH";"MEDICO CLINICO";"UMS TINGUI - CNPJ: 13792329000184"
"CARLOS CESAR CUSMANICH";"MEDICO CLINICO";"UMS TINGUI - CNPJ: 13792329000184"
"CRISTINA ALVES CARDOZO";"MEDICO PEDIATRA";"UMS TINGUI - CNPJ: 13792329000184"
"HELOISA NOGARA ORZA";"MEDICO CLINICO";"UMS TINGUI - CNPJ: 13792329000184"
"JOSIANE REGINA TEIXEIRA";"MEDICO CLINICO";"UMS TINGUI - CNPJ: 13792329000184"
"JULIANA DAUDT VON DER HEYDE MORO";"MEDICO PEDIATRA";"UMS TINGUI - CNPJ: 13792329000184"
"MARTA ABATEPAULO DE FARIA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS TINGUI - CNPJ: 13792329000184"
"MONICA IKUTA DE MELLO";"MEDICO PEDIATRA";"UMS TINGUI - CNPJ: 13792329000184"
"VALERIO WIERYSZKO";"MEDICO CLINICO";"UMS TINGUI - CNPJ: 13792329000184"
"ALESSANDRA ZANATA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TRINDADE II PSF - CNPJ: 13792329000184"
"ALEXEI VOLACO";"MEDICO CLINICO";"UMS TRINDADE II PSF - CNPJ: 13792329000184"
"ANA MARIA PONTES DE SOUZA BATISTA";"MEDICO PEDIATRA";"UMS TRINDADE II PSF - CNPJ: 13792329000184"
"BARBARA KAWALL CONNOLLY BARREIROS";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TRINDADE II PSF - CNPJ: 13792329000184"
"CAROLINA IGNEZ MAIER GUEDES";"MEDICO CLINICO";"UMS TRINDADE II PSF - CNPJ: 13792329000184"
"CAROLINA IGNEZ MAIER GUEDES";"MEDICO CLINICO";"UMS TRINDADE II PSF - CNPJ: 13792329000184"
"CINTIA KOHATSU YONAMINE";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TRINDADE II PSF - CNPJ: 13792329000184"
"FABIO AKIRA UESU";"MEDICO PSIQUIATRA";"UMS TRINDADE II PSF - CNPJ: 13792329000184"
"JOANE DARC MOUZINHO DE OLIVEIRA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TRINDADE II PSF - CNPJ: 13792329000184"
"JOAO GUALBERTO DE MOURA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TRINDADE II PSF - CNPJ: 13792329000184"
"JOAO GUILHERME FIORANI BORGIO";"MEDICO PSIQUIATRA";"UMS TRINDADE II PSF - CNPJ: 13792329000184"
"LOURDES TEREZINHA PCHEBILSKI";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS TRINDADE II PSF - CNPJ: 13792329000184"
"VITOR MORESCHI FILHO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TRINDADE II PSF - CNPJ: 13792329000184"
"ALEXANDRE CARVALHO GLIOSCI";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TRINDADE PSF - CNPJ: 13792329000184"
"ALEXANDRE GONZALO MALAVER ARIAS";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TRINDADE PSF - CNPJ: 13792329000184"
"ALEXEI VOLACO";"MEDICO CLINICO";"UMS TRINDADE PSF - CNPJ: 13792329000184"
"ANA MARIA PONTES DE SOUZA BATISTA";"MEDICO PEDIATRA";"UMS TRINDADE PSF - CNPJ: 13792329000184"
"CAROLINA IGNEZ MAIER GUEDES";"MEDICO CLINICO";"UMS TRINDADE PSF - CNPJ: 13792329000184"
"CAROLINA IGNEZ MAIER GUEDES";"MEDICO CLINICO";"UMS TRINDADE PSF - CNPJ: 13792329000184"
"CYNTHIA YONE KUBOTA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TRINDADE PSF - CNPJ: 13792329000184"
"FABIO AKIRA UESU";"MEDICO PSIQUIATRA";"UMS TRINDADE PSF - CNPJ: 13792329000184"
"FRANCISCO NATEL DE CAMARGO NETO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TRINDADE PSF - CNPJ: 13792329000184"
"JOAO GUILHERME FIORANI BORGIO";"MEDICO PSIQUIATRA";"UMS TRINDADE PSF - CNPJ: 13792329000184"
"LOURDES TEREZINHA PCHEBILSKI";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS TRINDADE PSF - CNPJ: 13792329000184"
"LUIS ANTONIO GARCIA MATIAS";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TRINDADE PSF - CNPJ: 13792329000184"
"MARCELO SAGANSKI MARTINS";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TRINDADE PSF - CNPJ: 13792329000184"
"MARJORIE NOVAKI DOS SANTOS";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TRINDADE PSF - CNPJ: 13792329000184"
"ROGERIA FADEL RIBAS";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS TRINDADE PSF - CNPJ: 13792329000184"
"ALEXEI VOLACO";"MEDICO CLINICO";"UMS UBERABA DE CIMA - CNPJ: 13792329000184"
"ANA MARIA PONTES DE SOUZA BATISTA";"MEDICO PEDIATRA";"UMS UBERABA DE CIMA - CNPJ: 13792329000184"
"CAROLINA IGNEZ MAIER GUEDES";"MEDICO CLINICO";"UMS UBERABA DE CIMA - CNPJ: 13792329000184"
"CLAUDIA GARCIA DE ANDRADE DIAS";"MEDICO PEDIATRA";"UMS UBERABA DE CIMA - CNPJ: 13792329000184"
"FABIO AKIRA UESU";"MEDICO PSIQUIATRA";"UMS UBERABA DE CIMA - CNPJ: 13792329000184"
"HOMERO LUIS DE AQUINO PALMA";"MEDICO CLINICO";"UMS UBERABA DE CIMA - CNPJ: 13792329000184"
"JOAO GUILHERME FIORANI BORGIO";"MEDICO PSIQUIATRA";"UMS UBERABA DE CIMA - CNPJ: 13792329000184"
"LIANIS KIREUIA MARTINEZ CHACON";"MEDICO GENERALISTA";"UMS UBERABA DE CIMA - CNPJ: 13792329000184"
"LOURDES TEREZINHA PCHEBILSKI";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS UBERABA DE CIMA - CNPJ: 13792329000184"
"LUIZ SOLYON JUNIOR";"MEDICO PEDIATRA";"UMS UBERABA DE CIMA - CNPJ: 13792329000184"
"OTTO BERGOLD NETO";"MEDICO CLINICO";"UMS UBERABA DE CIMA - CNPJ: 13792329000184"
"PEDRO SETNIK FILHO";"MEDICO CLINICO";"UMS UBERABA DE CIMA - CNPJ: 13792329000184"
"VANESSA DE HIROKI FLUMIGNAN BUCHARLES";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS UBERABA DE CIMA - CNPJ: 13792329000184"
"ALBANIR LAIER BORDIGNON";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS UMBARA II PSF - CNPJ: 13792329000184"
"ANDREA MONICA DVILEVICIUS";"MEDICO PSIQUIATRA";"UMS UMBARA II PSF - CNPJ: 13792329000184"
"ARIOSVALDO LUNARDON";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS UMBARA II PSF - CNPJ: 13792329000184"
"BRUNA VOLACO GONZALEZ DE CARVALHO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS UMBARA II PSF - CNPJ: 13792329000184"
"CESAR ARRUDA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS UMBARA II PSF - CNPJ: 13792329000184"
"EDIMARA FAIT SEEGMULLER";"MEDICO PEDIATRA";"UMS UMBARA II PSF - CNPJ: 13792329000184"
"EDIMARA FAIT SEEGMULLER";"MEDICO PEDIATRA";"UMS UMBARA II PSF - CNPJ: 13792329000184"
"MAGDAENYS GONZALEZ JARDINES";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS UMBARA II PSF - CNPJ: 13792329000184"
"MARCIA APARECIDA VIANNA LOEWEN";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS UMBARA II PSF - CNPJ: 13792329000184"
"PAULO CESAR ZIMMERMANN FELCHNER";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS UMBARA II PSF - CNPJ: 13792329000184"
"ALBANIR LAIER BORDIGNON";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS UMBARA PSF - CNPJ: 13792329000184"
"ANDREA MONICA DVILEVICIUS";"MEDICO PSIQUIATRA";"UMS UMBARA PSF - CNPJ: 13792329000184"
"ARIOSVALDO LUNARDON";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS UMBARA PSF - CNPJ: 13792329000184"
"BRUNA VOLACO GONZALEZ DE CARVALHO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS UMBARA PSF - CNPJ: 13792329000184"
"CLAUDIA CRISTINA DA SILVA VIEIRA";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS UMBARA PSF - CNPJ: 13792329000184"
"EDIMARA FAIT SEEGMULLER";"MEDICO PEDIATRA";"UMS UMBARA PSF - CNPJ: 13792329000184"
"EDIMARA FAIT SEEGMULLER";"MEDICO PEDIATRA";"UMS UMBARA PSF - CNPJ: 13792329000184"
"ELAINE APARECIDA CARRARO";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS UMBARA PSF - CNPJ: 13792329000184"
"MARIA LUZIA GASTALDON";"MEDICO DA ESTRATEGIA DE SAUDE DA FAMILIA";"UMS UMBARA PSF - CNPJ: 13792329000184"
"PAULO CESAR ZIMMERMANN FELCHNER";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS UMBARA PSF - CNPJ: 13792329000184"
"ROSILEI MARIA ANTONIEVICZ";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS UMBARA PSF - CNPJ: 13792329000184"
"CLAUDIA WEINGAERTNER PALM";"MEDICO CLINICO";"UMS UNIAO DAS VILAS - CNPJ: 13792329000184"
"EDUARDO MASSAYUKI NAGAI";"MEDICO CLINICO";"UMS UNIAO DAS VILAS - CNPJ: 13792329000184"
"FERNANDA GUERIOS DE DOMENICO";"MEDICO PEDIATRA";"UMS UNIAO DAS VILAS - CNPJ: 13792329000184"
"KAROLINE SESIUK MARTINS";"MEDICO CLINICO";"UMS UNIAO DAS VILAS - CNPJ: 13792329000184"
"LARISSA TONON MIGUEL";"MEDICO PSIQUIATRA";"UMS UNIAO DAS VILAS - CNPJ: 13792329000184"
"MARCIA DA CONCEICAO VINHAS";"MEDICO CLINICO";"UMS UNIAO DAS VILAS - CNPJ: 13792329000184"
"MARCIA REGINA WONSTTRET";"MEDICO CLINICO";"UMS UNIAO DAS VILAS - CNPJ: 13792329000184"
"MARCO AURELIO MUSSE";"MEDICO PEDIATRA";"UMS UNIAO DAS VILAS - CNPJ: 13792329000184"
"MARISA AZEVEDO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS UNIAO DAS VILAS - CNPJ: 13792329000184"
"NANCI DE SANTA PALMIERI";"MEDICO PEDIATRA";"UMS UNIAO DAS VILAS - CNPJ: 13792329000184"
"ROBERTO LUCIO KROEFF";"MEDICO CLINICO";"UMS UNIAO DAS VILAS - CNPJ: 13792329000184"
"ROSIANA DA ROCHA STREMEL TORRES";"MEDICO PEDIATRA";"UMS UNIAO DAS VILAS - CNPJ: 13792329000184"
"ALBANIR LAIER BORDIGNON";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS VILA CLARICE - CNPJ: 13792329000184"
"DALVA ELIDE CARRETERO";"MEDICO PEDIATRA";"UMS VILA CLARICE - CNPJ: 13792329000184"
"DEBORA CHRISTINA DE ALCANTARA LOPES";"MEDICO CLINICO";"UMS VILA CLARICE - CNPJ: 13792329000184"
"DEBORA CHRISTINA DE ALCANTARA LOPES";"MEDICO CLINICO";"UMS VILA CLARICE - CNPJ: 13792329000184"
"GUSTAVO HENRIQUE TAKARADA";"MEDICO CLINICO";"UMS VILA CLARICE - CNPJ: 13792329000184"
"JAE BOK LEE";"MEDICO CLINICO";"UMS VILA CLARICE - CNPJ: 13792329000184"
"LISANDRA LEMUS DURAN";"MEDICO GENERALISTA";"UMS VILA CLARICE - CNPJ: 13792329000184"
"NATALIA CARDOZO DE AZEREDO RIBEIRO";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS VILA CLARICE - CNPJ: 13792329000184"
"SCHEILLA MATOS FERREIRA";"MEDICO PSIQUIATRA";"UMS VILA CLARICE - CNPJ: 13792329000184"
"SONIA CRISTINA LUZ BARROS VENANCIO";"MEDICO PEDIATRA";"UMS VILA CLARICE - CNPJ: 13792329000184"
"TANIA MARA DA CONCEICAO MACHADO SHIMIZU";"MEDICO CLINICO";"UMS VILA CLARICE - CNPJ: 13792329000184"
"BEATRIZ DE LACERDA CUNHA ANDRADE";"MEDICO PEDIATRA";"UMS VILA DIANA - CNPJ: 13792329000184"
"CARLOS CESAR CUSMANICH";"MEDICO CLINICO";"UMS VILA DIANA - CNPJ: 13792329000184"
"ECLEA GUSSO ULAF";"MEDICO CLINICO";"UMS VILA DIANA - CNPJ: 13792329000184"
"HELOISA NOGARA ORZA";"MEDICO CLINICO";"UMS VILA DIANA - CNPJ: 13792329000184"
"JOSIANE REGINA TEIXEIRA";"MEDICO CLINICO";"UMS VILA DIANA - CNPJ: 13792329000184"
"JULIANA DAUDT VON DER HEYDE MORO";"MEDICO PEDIATRA";"UMS VILA DIANA - CNPJ: 13792329000184"
"LUCIMARA GOMES BAGGIO";"MEDICO PEDIATRA";"UMS VILA DIANA - CNPJ: 13792329000184"
"MARCIA DA CONCEICAO VINHAS";"MEDICO CLINICO";"UMS VILA DIANA - CNPJ: 13792329000184"
"MARTA ABATEPAULO DE FARIA";"MEDICO GINECOLOGISTA E OBSTETRA";"UMS VILA DIANA - CNPJ: 13792329000184"
"VALERIO WIERYSZKO";"MEDICO CLINICO";"UMS VILA DIANA - CNPJ: 13792329000184"
